src_link,description,Micrograph_Number,micrometer_values
https://www.doitpoms.ac.uk/miclib/micrographs/small/000415.jpg,"Micrograph
415: 
Cast iron with magnesium induced spheroidised graphiteSystem: 
Fe-C-X, 
Composition: 
Fe, C 2-4, other constituents (wt% typical) (Cast iron)Reflected light microscopy800 μm","Micrograph
415",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000416.jpg,"Micrograph
416: 
Cast iron with magnesium induced spheroidised graphiteSystem: 
Fe-C-X, 
Composition: 
Fe, C 2-4, other constituents (wt% typical) (Cast iron)Reflected light microscopy200 μm","Micrograph
416",200 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000418.jpg,"Micrograph
418: 
Cast iron with magnesium induced spheroidised graphiteSystem: 
Fe-C-X, 
Composition: 
Fe, C 2-4, other constituents (wt% typical) (Cast iron)Reflected light microscopy400 μm","Micrograph
418",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000419.jpg,"Micrograph
419: 
Cast iron with magnesium induced spheroidised graphiteSystem: 
Fe-C-X, 
Composition: 
Fe, C 2-4, other constituents (wt% typical) (Cast iron)Reflected light microscopy100 μm","Micrograph
419",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000420.jpg,"Micrograph
420: 
Commercial brass, ~30% Zn, displaying dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (approx), Pb 1.3, Sn 0.5-1.0 (wt%)Reflected light microscopy800 μm","Micrograph
420",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000421.jpg,"Micrograph
421: 
Commercial brass, ~30% Zn, displaying dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (approx), Pb 1.3, Sn 0.5-1.0 (wt%)Reflected light microscopy400 μm","Micrograph
421",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000422.jpg,"Micrograph
422: 
Commercial brass, ~30% Zn, displaying dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (approx), Pb 1.3, Sn 0.5-1.0 (wt%)Reflected light microscopy800 μm","Micrograph
422",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000423.jpg,"Micrograph
423: 
Commercial brass, ~30% Zn, displaying dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (approx), Pb 1.3, Sn 0.5-1.0 (wt%)Reflected light microscopy400 μm","Micrograph
423",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000424.jpg,"Micrograph
424: 
Commercial brass, ~30% Zn, displaying dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (approx), Pb 1.3, Sn 0.5-1.0 (wt%)Reflected light microscopy200 μm","Micrograph
424",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000425.jpg,"Micrograph
425: 
Cu 70, Zn 30 (wt%) (pure) brass, dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%) (pure)Reflected light microscopy800 μm","Micrograph
425",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000426.jpg,"Micrograph
426: 
Cu 70, Zn 30 (wt%) (pure) brass, dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%) (pure)Reflected light microscopy400 μm","Micrograph
426",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000427.jpg,"Micrograph
427: 
Cu 70, Zn 30 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%)Reflected light microscopy400 μm","Micrograph
427",400 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000428.jpg,"Micrograph
428: 
Cu 70, Zn 30 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%)Reflected light microscopy200 μm","Micrograph
428",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000429.jpg,"Micrograph
429: 
Cu 70, Zn 30 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%)Reflected light microscopy400 μm","Micrograph
429",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000430.jpg,"Micrograph
430: 
Cu 70, Zn 30 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 70, Zn 30 (wt%)Reflected light microscopy100 μm","Micrograph
430",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000431.jpg,"Micrograph
431: 
Cu 80, Zn 20 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy400 μm","Micrograph
431",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000432.jpg,"Micrograph
432: 
Cu 80, Zn 20 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy200 μm","Micrograph
432",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000433.jpg,"Micrograph
433: 
Cu 90, Zn 10 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 90, Zn 10 (wt%)Reflected light microscopy400 μm","Micrograph
433",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000434.jpg,"Micrograph
434: 
Cu 90, Zn 10 (wt%), recrystallised - annealing twinsSystem: 
Cu-Zn, 
Composition: 
Cu 90, Zn 10 (wt%)Reflected light microscopy200 μm","Micrograph
434",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000435.jpg,"Micrograph
435: 
Tough pitch'  nearly pure copper, with oxygen impuritySystem: 
Cu, 
Composition: 
Cu 99.7 (wt%), some oxygenReflected light microscopy400 μm","Micrograph
435",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000436.jpg,"Micrograph
436: 
Tough pitch'  nearly pure copper, with oxygen impuritySystem: 
Cu, 
Composition: 
Cu 99.7 (wt%), some oxygenReflected light microscopy200 μm","Micrograph
436",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000437.jpg,"Micrograph
437: 
Cu, Sn 20 (wt%) bronze, exhibiting dendritic solidificationSystem: 
Cu-Sn, 
Composition: 
Cu 80, Sn 20 (wt%)Reflected light microscopy800 μm","Micrograph
437",800 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000438.jpg,"Micrograph
438: 
Cu, Sn 20 (wt%) bronze, exhibiting dendritic solidificationSystem: 
Cu-Sn, 
Composition: 
Cu 80, Sn 20 (wt%)Reflected light microscopy400 μm","Micrograph
438",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000439.jpg,"Micrograph
439:abnickel brass containing 2% lead.System: 
Cu-Zn, 
Composition: 
Cu 46, Zn 42, Ni 10, Pb 2 (wt%)Reflected light microscopy800 μm","Micrograph
439",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000440.jpg,"Micrograph
440:abnickel brass containing 2% lead.System: 
Cu-Zn, 
Composition: 
Cu 46, Zn 42, Ni 10, Pb 2 (wt%)Reflected light microscopy400 μm","Micrograph
440",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000441.jpg,"Micrograph
441: 
Cu 60, Zn 40 (wt%) brass, Widmanstätten microstructureSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%)Reflected light microscopy400 μm","Micrograph
441",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000442.jpg,"Micrograph
442: 
Cu 60, Zn 40 (wt%) brass, Widmanstätten microstructureSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%)Reflected light microscopy100 μm","Micrograph
442",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000443.jpg,"Micrograph
443: 
Commercial grade free machining brass - Widmanstätten microstructureSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%) + Pb traceReflected light microscopy400 μm","Micrograph
443",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000444.jpg,"Micrograph
444: 
Commercial grade free machining brass - Widmanstätten microstructureSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%) + Pb traceReflected light microscopy200 μm","Micrograph
444",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000445.jpg,"Micrograph
445: 
Cast and annealed 40 wt% Zn brassSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%) + Pb traceReflected light microscopy400 μm","Micrograph
445",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000446.jpg,"Micrograph
446: 
Cast and annealed 40 wt% Zn brassSystem: 
Cu-Zn, 
Composition: 
Cu 60, Zn 40 (wt%) + Pb traceReflected light microscopy200 μm","Micrograph
446",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000447.jpg,"Micrograph
447: 
Cu 65, Zn 35 (wt%) B4 brass, chill castSystem: 
Cu-Zn, 
Composition: 
Cu 65, Zn 35 (wt%) (pure)Reflected light microscopy400 μm","Micrograph
447",400 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000448.jpg,"Micrograph
448: 
Cu 65, Zn 35 (wt%) B4 brass, chill castSystem: 
Cu-Zn, 
Composition: 
Cu 65, Zn 35 (wt%) (pure)Reflected light microscopy200 μm","Micrograph
448",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000449.jpg,"Micrograph
449: 
Cu 55, Zn 45 (wt%) brass, rapidly cooledSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy800 μm","Micrograph
449",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000450.jpg,"Micrograph
450: 
Cu 55, Zn 45 (wt%) brass, rapidly cooledSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy400 μm","Micrograph
450",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000451.jpg,"Micrograph
451: 
Cu 55, Zn 45 (wt%) brass, rapidly cooledSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy100 μm","Micrograph
451",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000452.jpg,"Micrograph
452: 
Cu 52.5, Zn 47.5 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 52.5, Zn 47.5 (wt%)Reflected light microscopy800 μm","Micrograph
452",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000453.jpg,"Micrograph
453: 
Cu 52.5, Zn 47.5 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 52.5, Zn 47.5 (wt%)Reflected light microscopy400 μm","Micrograph
453",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000454.jpg,"Micrograph
454: 
Cu 52.5, Zn 47.5 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 52.5, Zn 47.5 (wt%)Reflected light microscopy200 μm","Micrograph
454",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000455.jpg,"Micrograph
455: 
Cu 55, Zn 45 (wt%) brass, as cast, dendriticSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy800 μm","Micrograph
455",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000456.jpg,"Micrograph
456: 
Cu 55, Zn 45 (wt%) brass, as cast, dendriticSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy400 μm","Micrograph
456",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000457.jpg,"Micrograph
457: 
Cu 55, Zn 45 (wt%) brass, as cast, dendriticSystem: 
Cu-Zn, 
Composition: 
Cu 55, Zn 45 (wt%)Reflected light microscopy200 μm","Micrograph
457",200 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000458.jpg,"Micrograph
458: 
Brass, exhibiting grain boundary nucleationSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy400 μm","Micrograph
458",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000459.jpg,"Micrograph
459: 
Brass, exhibiting grain boundary nucleationSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy400 μm","Micrograph
459",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000460.jpg,"Micrograph
460: 
Brass, exhibiting grain boundary nucleationSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy200 μm","Micrograph
460",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000468.jpg,"Micrograph
468: 
Cu 50, Zn 50 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy800 μm","Micrograph
468",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000469.jpg,"Micrograph
469: 
Cu 50, Zn 50 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy800 μm","Micrograph
469",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000470.jpg,"Micrograph
470: 
Cu 50, Zn 50 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy400 μm","Micrograph
470",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000471.jpg,"Micrograph
471: 
Cu 50, Zn 50 (wt%) brass, as castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy400 μm","Micrograph
471",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000472.jpg,"Micrograph
472: 
Cu 50, Zn 50 (wt%) brass, chill castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy800 μm","Micrograph
472",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000473.jpg,"Micrograph
473: 
Cu 50, Zn 50 (wt%) brass, chill castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy400 μm","Micrograph
473",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000474.jpg,"Micrograph
474: 
Cu 50, Zn 50 (wt%) brass, chill castSystem: 
Cu-Zn, 
Composition: 
Cu 50, Zn 50 (wt%)Reflected light microscopy100 μm","Micrograph
474",100 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000475.jpg,"Micrograph
475: 
Cu 55, Zn 45 (wt%) brass, cast annealedSystem: 
Cu-Zn, 
Composition: 
Cu 52, Zn 45 (wt%)Reflected light microscopy800 μm","Micrograph
475",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000476.jpg,"Micrograph
476: 
Cu 55, Zn 45 (wt%) brass, cast annealedSystem: 
Cu-Zn, 
Composition: 
Cu 52, Zn 45 (wt%)Reflected light microscopy400 μm","Micrograph
476",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000477.jpg,"Micrograph
477: 
Cu 80, Zn 20 (wt%) brass, exhibiting dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy800 μm","Micrograph
477",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000478.jpg,"Micrograph
478: 
Cu 80, Zn 20 (wt%) brass, exhibiting dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy200 μm","Micrograph
478",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000479.jpg,"Micrograph
479: 
Cu 80, Zn 20 (wt%) brass, exhibiting dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy100 μm","Micrograph
479",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000480.jpg,"Micrograph
480: 
Cu 80, Zn 20 (wt%) brass, exhibiting dendritic solidificationSystem: 
Cu-Zn, 
Composition: 
Cu 80, Zn 20 (wt%)Reflected light microscopy100 μm","Micrograph
480",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000481.jpg,"Micrograph
481: 
Cu 80, Sn 20 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 80, Sn 20 (wt%)Reflected light microscopy200 μm","Micrograph
481",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000482.jpg,"Micrograph
482: 
Cu 80, Sn 20 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 80, Sn 20 (wt%)Reflected light microscopy100 μm","Micrograph
482",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000483.jpg,"Micrograph
483: 
Cu 80, Sn 20 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 80, Sn 20 (wt%)Reflected light microscopy100 μm","Micrograph
483",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000484.jpg,"Micrograph
484: 
Cu 80, Sn 20 (wt%) bronze, exhibiting dendritic solidificationSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy800 μm","Micrograph
484",800 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000485.jpg,"Micrograph
485: 
Cu 80, Sn 20 (wt%) bronze, exhibiting dendritic solidificationSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy200 μm","Micrograph
485",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000486.jpg,"Micrograph
486: 
Cu 80, Sn 20 (wt%) bronze, exhibiting dendritic solidificationSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy100 μm","Micrograph
486",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000487.jpg,"Micrograph
487: 
Cu 85, Sn 15 (wt%) bronze, annealed at 650°CSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy800 μm","Micrograph
487",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000488.jpg,"Micrograph
488: 
Cu 85, Sn 15 (wt%) bronze, annealed at 650°CSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy400 μm","Micrograph
488",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000489.jpg,"Micrograph
489: 
Cu 85, Sn 15 (wt%) bronze, annealed at 650°CSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy100 μm","Micrograph
489",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000490.jpg,"Micrograph
490: 
Cu 85, Sn 15 (wt%) bronze, annealedSystem: 
Cu-Sn, 
Composition: 
Cu 85, Sn 15 (wt%)Reflected light microscopy200 μm","Micrograph
490",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000491.jpg,"Micrograph
491: 
Cu 70, Sn 30 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 70, Sn 30 (wt%)Reflected light microscopy400 μm","Micrograph
491",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000492.jpg,"Micrograph
492: 
Cu 70, Sn 30 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 70, Sn 30 (wt%)Reflected light microscopy200 μm","Micrograph
492",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000493.jpg,"Micrograph
493: 
Cu 70, Sn 30 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 70, Sn 30 (wt%)Reflected light microscopy100 μm","Micrograph
493",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000494.jpg,"Micrograph
494: 
Cu 90, Sn 10 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy400 μm","Micrograph
494",400 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000495.jpg,"Micrograph
495: 
Cu 90, Sn 10 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy200 μm","Micrograph
495",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000496.jpg,"Micrograph
496: 
Cu 90, Sn 10 (wt%) bronze, as castSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy100 μm","Micrograph
496",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000497.jpg,"Micrograph
497: 
Cu 90, Sn 10 (wt%) bronze, cast annealedSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy800 μm","Micrograph
497",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000498.jpg,"Micrograph
498: 
Cu 90, Sn 10 (wt%) bronze, cast annealedSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy400 μm","Micrograph
498",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000499.jpg,"Micrograph
499: 
Cu 90, Sn 10 (wt%) bronze, cast annealedSystem: 
Cu-Sn, 
Composition: 
Cu 90, Sn 10 (wt%)Reflected light microscopy100 μm","Micrograph
499",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000500.jpg,"Micrograph
500: 
Cu - 5% Sn phosphor bronzeSystem: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5, P 0.15 (wt% approx.)Reflected light microscopy800 μm","Micrograph
500",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000501.jpg,"Micrograph
501: 
Cu - 5% Sn phosphor bronzeSystem: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5, P 0.15 (wt% approx.)Reflected light microscopy400 μm","Micrograph
501",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000502.jpg,"Micrograph
502: 
Cu - 5% Sn phosphor bronzeSystem: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5, P 0.15 (wt% approx.)Reflected light microscopy200 μm","Micrograph
502",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000503.jpg,"Micrograph
503: 
Cu - 5% Sn phosphor bronzeSystem: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5, P 0.15 (wt% approx.)Reflected light microscopy100 μm","Micrograph
503",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000504.jpg,"Micrograph
504: 
Cu - 5% Sn bronze, cast annealed.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5 (wt%),Reflected light microscopy800 μm","Micrograph
504",800 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000505.jpg,"Micrograph
505: 
Cu - 5% Sn bronze, cast annealed.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5 (wt%),Reflected light microscopy400 μm","Micrograph
505",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000506.jpg,"Micrograph
506: 
Cu - 5% Sn bronze, cast annealed.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5 (wt%),Reflected light microscopy400 μm","Micrograph
506",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000507.jpg,"Micrograph
507: 
Annealed 5% Sn bronze.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5 (wt%),Reflected light microscopy200 μm","Micrograph
507",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000508.jpg,"Micrograph
508: 
Annealed 5% Sn bronze.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5 (wt%),Reflected light microscopy200 μm","Micrograph
508",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000509.jpg,"Micrograph
509: 
D4 Leaded bronze, cored dendrites.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 10, Pb 5 (wt% approx)Reflected light microscopy400 μm","Micrograph
509",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000510.jpg,"Micrograph
510: 
D4 Leaded bronze, cored dendrites.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 10, Pb 5 (wt% approx)Reflected light microscopy200 μm","Micrograph
510",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000511.jpg,"Micrograph
511: 
D4 Leaded bronze, cored dendrites.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 10, Pb 5 (wt% approx)Reflected light microscopy100 μm","Micrograph
511",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000512.jpg,"Micrograph
512: 
Leaded gun metal bronze.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 5, Zn 5, Pb 5 (wt% approx)Reflected light microscopy800 μm","Micrograph
512",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000513.jpg,"Micrograph
513: 
Leaded gun metal bronze.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 5, Zn 5, Pb 5 (wt% approx)Reflected light microscopy200 μm","Micrograph
513",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000514.jpg,"Micrograph
514: 
Leaded gun metal bronze.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 5, Zn 5, Pb 5 (wt% approx)Reflected light microscopy100 μm","Micrograph
514",100 µm
https://www.doitpoms.ac.uk/miclib//images/tpl/uoc-logo.jpg,,,
https://www.doitpoms.ac.uk/miclib/micrographs/small/000515.jpg,"Micrograph
515: 
Leaded gun metal bronze.System: 
Cu-Sn, 
Composition: 
Cu 85, Sn 5, Zn 5, Pb 5 (wt% approx)Reflected light microscopy400 μm","Micrograph
515",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000516.jpg,"Micrograph
516: 
Gun metal bronze displaying coring.System: 
Cu-Sn, 
Composition: 
Cu 88, Sn 8, Zn 4 (wt% approx)Reflected light microscopy800 μm","Micrograph
516",800 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000517.jpg,"Micrograph
517: 
Gun metal bronze displaying coring.System: 
Cu-Sn, 
Composition: 
Cu 88, Sn 8, Zn 4 (wt% approx)Reflected light microscopy400 μm","Micrograph
517",400 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000518.jpg,"Micrograph
518: 
Gun metal bronze displaying coring.System: 
Cu-Sn, 
Composition: 
Cu 88, Sn 8, Zn 4 (wt% approx)Reflected light microscopy200 μm","Micrograph
518",200 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000519.jpg,"Micrograph
519: 
Gun metal bronze displaying coring.System: 
Cu-Sn, 
Composition: 
Cu 88, Sn 8, Zn 4 (wt% approx)Reflected light microscopy100 μm","Micrograph
519",100 µm
https://www.doitpoms.ac.uk/miclib/micrographs/small/000520.jpg,"Micrograph
520: 
Cu - 5% Sn phosphor bronze.System: 
Cu-Sn, 
Composition: 
Cu 95, Sn 5, P 0.15 (wt% approx)Reflected light microscopy400 μm","Micrograph
520",400 µm
